billed_entity_id,billed_entity_number,billed_entity_name,billed_entity_city,billed_entity_state,billed_entity_zip_code,billed_entity_zip_code_ext,billed_entity_email,billed_entity_phone,billed_entity_phone_ext
12737,17031942,QUEEN OF ALL SAINTS ACADEMY,BROOKSVILLE,FL,34602,,jsonara@qasonline.org,352-254-5755,
12738,180739,BURT TOWNSHIP SCHOOL DISTRICT,GRAND MARAIS,MI,49839,,superintendent@burt.school,906-494-2521,
12739,122090,RUTLAND CITY SUPER SCH DIST 40,RUTLAND,VT,05701,3411,,802-773-1900,
12740,47720,CLEVELAND CTRL CATH HIGH SCH,CLEVELAND,OH,44105,1255,allisonmarie@centralcatholichs.org,216-441-4700,
12741,227225,PM WELLS ELEMENTARY SCHOOL,KISSIMMEE,FL,34744,,,321-697-1020,
12742,17034208,Victory Charter School Tampa,Tampa,FL,33626,,,813-551-2144,
12743,99196,ST ANTHONY INDIAN SCHOOL,ZUNI,NM,87327,0486,,505-782-4596,
12744,16076498,AVANT GARDE ACADEMY INC - DBA Victory Charter School,Kissimmee,FL,34744,,fbolanosaga@gmail.com,321-697-3800,
12745,17016150,THE BRONX CHARTER SCHOOL FOR BETTER LEARNING,BRONX,NY,10466,,,718-655-6660,
12746,126778,MARION COUNTY SCHOOL DISTRICT,FAIRMONT,WV,26554,2739,rdeloren@k12.wv.us,304-367-2105,
12747,17032938,Naples Classical Academy,NAPLES,FL,34120,3939,NCA-ERate@optimaed.com,239-449-8773,
12748,131666,CHEBOYGAN AREA PUBLIC LIBRARY,CHEBOYGAN,MI,49721,1614,bricembush@gmail.com,231-627-2381,
12749,16034149,THE BRONX CHARTER SCHOOL FOR BETTER LEARNING 1,BRONX,NY,10466,,kwilliams@bronxbetterlearning.org,718-655-6660,
12750,135449,ST CHARLES CU SCH DIST 303,SAINT CHARLES,IL,60174,2664,,331-228-2000,
12751,124999,CHAUTAUQUA CATTARAUGUS LIB SYS,JAMESTOWN,NY,14701,5014,cindy.mihalek@naa.com,440-488-6278,
12752,16079866,The Bronx Charter School for Better Learning 2,BRONX,NY,10469,,,718-655-6660,
12753,136459,BOND COUNTY SCHOOL DISTRICT 2,GREENVILLE,IL,62246,1378,,618-664-0170,
12754,139066,WALLACE PUBLIC SCHOOL DISTRICT,WALLACE,NE,69169,,,308-387-4323,
12755,139170,HYANNIS HIGH SCHOOL DISTRICT,HYANNIS,NE,69350,,travishawk@hyannislonghorns.org,308-458-2202,
12756,135323,EAST PRAIRIE SCHOOL DIST 73,SKOKIE,IL,60076,3718,,847-673-1141,
12757,131729,GWINN AREA COMM SCHOOL DIST,GWINN,MI,49841,,ian.mcleod@gwinnschools.org,906-346-9283,
12758,137730,PITTSBURG UNIFIED DISTRICT 250,PITTSBURG,KS,66762,0075,,620-235-3100,
12759,135916,STOCKTON C U SCHOOL DIST 206,STOCKTON,IL,61085,1033,,815-947-3391,
12760,137567,LANSING UNIF SCHOOL DIST 469,LANSING,KS,66043,1307,,913-727-1100,
12761,140077,KELLYVILLE INDEP SCH DIST 31,KELLYVILLE,OK,74039,,,918-247-6133,
12762,17006019,BROOKE CHARTER SCHOOLS,Roslindale,MA,02131,,,617-325-7977,
12763,198728,BOSTON COLLEGIATE CHARTER SCHOOL,DORCHESTER,MA,02125,,,617-265-1172,
12764,17029880,Shepherd Christian School,Gahanna,OH,43230,,,614-471-0859,
12765,17028375,Bais Yaakov of Waterbury,NAUGATUCK,CT,06770,3009,s.lebovics@bywaterbury.org,516-427-8836,
12766,17021445,Kinneret Day School,BRONX,NY,10463,,aisrael@kinneretdayschool.org,718-548-0901,
12767,135639,ALLEN OTTER CREEK CCSD DISTRICT 65,RANSOM,IL,60470,,lmentgen@ransomgradeschool.net,815-586-4611,
12768,12310,SOLOMON SCHECHTER SCH. OF QUEENS,FLUSHING,NY,11366,1041,dkalman@sssq.org,718-591-9800,
12769,11981,ST FRANCIS DE SALES DEAF SCH,BROOKLYN,NY,11225,1101,jquinn@sfdesales.org,718-636-4573,
12770,17028477,THE RISE SCHOOLS,East Point,GA,30344,,,404-669-8060,130
12771,16034151,THE WILLIAMSBURG CHARTER SCHOOL,BROOKLYN,NY,11206,,kfernandez@thewcs.org,718-782-9830,
12772,129779,NORTH CENTRAL OHIO ED SER CENT,TIFFIN,OH,44883,,kmohr@ncoesc.org,419-447-2927,
12773,129886,NORTHWEST LOCAL SCHOOL DIST,CINCINNATI,OH,45239,5207,,513-923-1000,
12774,129864,WILLIAMSBURG LOCAL SD,WILLIAMSBURG,OH,45176,,,513-724-3077,
12775,140700,MOUNT ENTERPRISE SCHOOL DIST,MT ENTERPRISE,TX,75681,,alee@meisd.esc7.net,903-822-3575,
12776,129221,WEST LIBERTY-SALEM SCHOOL DIST,WEST LIBERTY,OH,43357,9663,,937-465-1075,
12777,142250,BRUSH SCHOOL DISTRICT R E 2 J,BRUSH,CO,80723,,,970-842-5176,
12778,16066181,ACADEMIA INTERAMERICANA DE ARECIBO,HATILLO,PR,00659,,dvega@arecibo.inter.edu,787-898-5379,4004
12779,141369,KOUNTZE INDEP SCHOOL DISTRICT,KOUNTZE,TX,77625,0460,,409-246-3352,
12780,11954,MIRRER YESHIVA EDUCATIONAL INST.,BROOKLYN,NY,11223,2010,,718-375-4321,
12781,115353,ST MARY MAGDALEN SCHOOL,EVERETT,WA,98208,2043,mmorrierturk@stmarym.org,425-353-7559,103
12782,140679,UNION GROVE SCHOOL DISTRICT,GLADEWATER,TX,75647,,marshalll@ugisd.org,903-845-5509,
12783,16064033,CHALLENGE PREPARATORY CHARTER SCHOOL,FAR ROCKAWAY,NY,11691,,,201-503-6379,
12784,129043,ADAIR COUNTY PUBLIC LIBRARY,COLUMBIA,KY,42728,1425,,270-384-2472,
12785,137585,OSAWATOMIE UNIF SCH DIST 367,OSAWATOMIE,KS,66064,,,913-755-4172,
12786,16082679,River Gate High School,WARREN,OH,44483,5715,,330-647-6500,
12787,130118,CRESTVIEW LOCAL SCHOOL DIST,CONVOY,OH,45832,8864,,419-749-9100,
12788,61181,ST MARCUS LUTHERAN SCHOOL,MILWAUKEE,WI,53212,3242,,414-267-8398,
12789,50526,CATHOLIC CENTRAL SCHOOL,SPRINGFIELD,OH,45505,1124,,937-325-9204,
12790,16038543,100 ACADEMY OF EXCELLENCE,NORTH LAS VEGAS,NV,89032,,,702-636-2551,
12791,122637,Bayonne School District,BAYONNE,NJ,07002,,,201-858-5560,
12792,17029616,Pioneer Technology and Arts Academy - Colorado,Colorado Springs,CO,80923,,eratecolorado@ptaaschools.org,719-428-4940,
12793,199855,Colegio Bautista de Caguas (3-12),Caguas,PR,00727,,,787-744-5950,
12794,128836,Whitley County Public Library,WILLIAMSBURG,KY,40769,1215,kevin.hays@whitleylibrary.org,606-549-0818,
12795,17020346,YESHIVA KETANA OF LOS ANGELES,LOS ANGELES,CA,91607,,it@ykla.org,818-766-7610,
12796,145547,ASOTIN-ANATONE SCHOOL DIST 420,ASOTIN,WA,99402,,,509-243-1100,
12797,132068,CLARION-GOLDFIELD DOWS COMMUNITY SCHOOLS,CLARION,IA,50525,1113,,515-532-3423,
12798,123495,MANCHESTER TWP SCHOOL DISTRICT,WHITING,NJ,08759,1237,crauscher@manchestertwp.org,732-350-5900,
12799,16037525,YESHIVA KETANA OF BENSONHURST,BROOKLYN,NY,11204,,ykb2025@gmail.com,718-236-4100,
12800,122703,Montclair Public School District,Montclair,NJ,07042,,mbeattie@montclair.k12.nj.us,973-509-4050,
12801,137018,ARCADIA VALLEY SCHOOL DIST R 2,IRONTON,MO,63650,1414,bbeard@avr2.org,573-546-9700,5
12802,127384,MORGAN COUNTY SCHOOL DISTRICT,MADISON,GA,30650,1468,,706-752-4600,
12803,129818,MIDPOINTE  LIBRARY SYSTEM,MIDDLETOWN,OH,45044,4004,,513-424-1251,
12804,141610,SAN DIEGO INDEP SCHOOL DIST,SAN DIEGO,TX,78384,3420,,361-279-3382,
12805,82525,SACRED HEART SCHOOL,MORRILTON,AR,72110,3599,,501-354-8113,
12806,210171,EAST LAKE COMMUNITY LIBRARY,PALM HARBOR,FL,34685,,matt-f@eastlakelibrary.org,727-773-2665,
12807,122513,Orange Public Schools,ORANGE,CT,06477,2432,,203-891-8020,
12808,226941,Palm Beach Maritime Academy,Lantana,FL,33462,,cnicolini@pbmalantana.org,561-547-3775,
12809,16055837,SOUTH FLORIDA JEWISH ACADEMY,COCONUT CREEK,FL,33066,,fljewishacademy@gmail.com,954-427-7788,
12810,225101,SUSSEX ACADEMY,GEORGETOWN,DE,19947,,jeff.shade@saas.k12.de.us,302-856-3636,
12811,136982,BEVIER C-4 SCHOOL DISTRICT,BEVIER,MO,63532,1226,,660-773-5213,
12812,109088,ST FELICITAS CATHOLIC SCHOOL,SAN LEANDRO,CA,94579,1509,cwilliams@csdo.org,510-357-2530,0
12813,138587,ROCK COUNTY LIBRARY,BASSETT,NE,68714,5006,macmo667@gmail.com,402-684-3800,
12814,210378,ELYSIAN CHARTER SCHOOL,HOBOKEN,NJ,07030,,,201-876-0102,
12815,136764,MOUNT VERNON TWP H S DIST 201,MOUNT VERNON,IL,62864,4140,erate@mvths.org,618-244-3700,
12816,17036962,Idea School - Tucson,TUCSON,AZ,85705,7656,brooke@explorebuildlearn.org,520-589-4933,
12817,138332,BEATRICE PUBLIC SCHOOL DISTRICT,Beatrice,NE,68310,2957,jalexander@bpsnebr.org,402-223-1500,
12818,136456,FREEBURG SCHOOL DISTRICT 70,FREEBURG,IL,62243,1534,,618-539-3188,
12819,78894,POPE JOHN XXIII JR/SR HIGH SCHOOL,ELGIN,NE,68636,,lschumacher@pjcrusaders.org,402-843-5325,
12820,144734,IGO-ONO-PLATINA ELEMENTARY SCHOOL DIST,REDDING,CA,96001,,,530-225-0011,
12821,136542,EFFINGHAM SCHOOL DISTRICT 40,EFFINGHAM,IL,62401,,,217-540-1500,
12822,132963,MCFARLAND SCHOOL DISTRICT,MC FARLAND,WI,53558,9216,jeff_mahoney@mcfarland.k12.wi.us,608-838-3169,
12823,17034837,"Morrison Education Group, Inc.",Phoenix,AZ,85041,,,602-692-4914,
12824,16034965,CRISTO REY KANSAS CITY HIGH SCHOOL,KANSAS CITY,MO,64111,,pkrick@cristoreykc.org,816-457-6044,
12825,16075439,ISLAMIC CULTURAL CENTER SCHOOL,NEW YORK,NY,10029,,,212-828-1838,
12826,128771,NICHOLAS COUNTY PUBLIC LIBRARY,CARLISLE,KY,40311,1149,,859-289-5595,
12827,17017727,Yeshiva Gedolah of Waterbury,DURHAM,CT,06422,,cbassman@yasw.org,203-756-1800,102
12828,17000161,School Administration Unit 24-Consortium,Henniker,NH,03242,,christopher.roy@sau24.org,603-428-3269,
12829,134007,BEMIDJI SCHOOL DISTRICT 31,BEMIDJI,MN,56601,3865,,218-333-3125,
12830,70777,GRACE ENGLISH LUTHERAN SCH,CHICAGO,IL,60639,1615,,773-637-2250,
12831,132964,MARSHALL SCHOOL DISTRICT,MARSHALL,WI,53559,,,608-655-3466,
12832,16038630,COCONINO COUNTY ACCOMMODATION DISTRICT #99,FLAGSTAFF,AZ,86004,6114,ccrasd99@gmail.com,928-779-6888,
12833,16058102,THE HELP GROUP,SHERMAN OAKS,CA,91401,,,877-994-3588,
12834,17007465,"Forrester Academy, Inc",IDAHO FALLS,ID,83402,4342,info@alturasacademy.org,208-932-4255,
12835,129686,ORRVILLE CITY SCHOOL DISTRICT,ORRVILLE,OH,44667,1154,,330-682-4651,
12836,133790,NRHEG PUBLIC SCHOOLS,NEW RICHLAND,MN,56072,,,507-465-3205,
12837,131361,PAW PAW DISTRICT LIBRARY,PAW PAW,MI,49079,1050,gevans@pawpawlib.org,269-657-3800,
12838,135336,APTAKISIC-TRIPP CCSD #102,BUFFALO GROVE,IL,60089,7040,,847-353-5690,
12839,140475,PROSPER INDEP SCHOOL DISTRICT,PROSPER,TX,75078,,,469-219-2000,
12840,37765,WEST GATE CHRISTIAN SCH INC,TAMPA,FL,33615,4725,,813-884-5147,
12841,132121,STORM LAKE COMM SCHOOL DIST,STORM LAKE,IA,50588,2436,,712-732-8060,
12842,208982,"Telesis Center for Learning, Inc.",LAKE HAVASU CITY,AZ,86403,4946,rbreece@telesis-academy.org,928-855-8661,159
12843,78612,BRUNING - DAVENPORT UNIFIED SCHOOL DISTRICT,Davenport,NE,68335,0190,klampe@bdstorm.org,402-364-2225,
12844,79078,ST MARY OF THE SEVEN DOLORS,OSMOND,NE,68765,,sevendolorsoffice@gmail.com,402-748-3433,
12845,58974,ORCHARD PLACE SCHOOL,DES MOINES,IA,50315,,sheldt@orchardplace.org,515-246-3504,
12846,125447,FOREST HILLS SCHOOL DISTRICT,SIDMAN,PA,15955,,,814-487-7613,
12847,16040129,ARTS & COLLEGE PREPARATORY ACADEMY,COLUMBUS,OH,43232,4111,Wagner@artcollegeprep.org,614-986-9974,
12848,143783,R O P - NORTH ORANGE COUNTY,ANAHEIM,CA,92801,,,714-502-5800,
12849,16057180,IMAGINE BELLA ACADEMY OF EXCELLENCE,CLEVELAND,OH,44119,,kalita.jackson@imagineschools.org,216-481-1500,
12850,16020446,KUEMPER CATHOLIC SCHOOL SYSTEM,CARROLL,IA,51401,,kcss_erate@kuemper.org,712-792-3313,
12851,123057,CALIFON SCHOOL DISTRICT,CALIFON,NJ,07830,4340,,908-832-2828,
12852,12946,SCH FOR LANGUAGE & DEVELOPMENT DBA Tiegerman School,GLEN COVE,NY,11542,2818,jscott@Tiegerman.org,516-609-2000,134
12853,144694,SHASTA COUNTY OFFICE OF EDUCATION,REDDING,CA,96001,1513,,530-225-0279,
12854,209889,MARTIN COUNTY PUBLIC LIBRARY,INEZ,KY,41224,,,606-298-7766,
12855,138357,DESHLER PUBLIC SCHOOL DISTRICT,Deshler,NE,68340,0547,damon.mcdonald@deshlerdragons.org,402-365-7272,
12856,127120,KERSHAW COUNTY LIBRARY,CAMDEN,SC,29020,,,803-424-2353,
12857,17003933,COLLEGIUM CHARTER SCHOOL,"EXTON, CHESTER",PA,19341,,GStanley@ccs.us,610-903-1300,
12858,17011643,Pribilof School District Consortium,St Paul Island,AK,99660,,brucej@pribilofsd.org,907-546-3337,
12859,48089,PADUA FRANCISCAN HIGH SCHOOL,PARMA,OH,44134,4518,,440-845-2444,
12860,121409,South Portland School Department,SOUTH PORTLAND,ME,04106,3420,atw@spsd.org,207-671-5393,
12861,16049525,RURAL UTAH CHILD DEVELOPMENT HEAD START PROGRAM SCHOOL DISTRICT,Price,UT,84501,,nickyvogrinec@rucd.org,800-841-2867,110
12862,129258,ARCHBOLD AREA SCHOOL DISTRICT,ARCHBOLD,OH,43502,1656,,419-446-2728,
12863,129657,INDIAN VALLEY SCHOOL DISTRICT,GNADENHUTTEN,OH,44629,,,740-254-4334,
12864,128964,LIVINGSTON COUNTY SCHOOL DIST,SMITHLAND,KY,42081,,don.winters@livingston.kyschools.us,270-928-2111,
12865,138355,MERIDIAN PUBLIC SCHOOL DISTRICT,Daykin,NE,68338,,rkort@meridianmustangs.org,402-446-7265,
12866,10565,ST JOHN CHRYSOSTOM SCHOOL,BRONX,NY,10459,1915,,718-328-7226,
12867,127971,TUSCALOOSA PUBLIC LIBRARY,TUSCALOOSA,AL,35401,1027,,205-345-5820,
12868,138359,TRI COUNTY PUBLIC SCHOOL DISTRICT,Dewitt,NE,68341,4502,tiffanie.welte@tricountyschools.org,402-683-2037,
12869,99255,BECLABITO DAY SCHOOL,SHIPROCK,NM,87420,1200,buford.begay@bie.edu,928-656-3556,
12870,132601,CEDAR RAPIDS COMM SCHOOL DIST,CEDAR RAPIDS,IA,52405,,ToWhite@crschools.us,319-558-1069,
12871,128684,Petal School District,Petal,MS,39465,,,601-545-3002,
12872,128865,CYNTHIANA HARRISON CO PUB LIB,CYNTHIANA,KY,41031,1205,,859-234-4881,
12873,130588,FAYETTE COUNTY SCHOOL CORPORATION,CONNERSVILLE,IN,47331,1053,,765-825-2178,
12874,16039840,NORA CRONIN PRESENTATION ACADEMY,NEWBURGH,NY,12550,6004,PresentationAcad@ncpany.org,845-567-0708,
12875,133982,FERGUS FALLS SCHOOL DIST 544,FERGUS FALLS,MN,56537,,rmacheledt@fergusotters.org,218-998-0544,9009
12876,145011,HARRISBURG SCHOOL DIST 7,HARRISBURG,OR,97446,,melanie.neece@harrisburg.k12.or.us,541-995-6626,365
12877,17030094,Villa Maria Academy,Bronx,NY,10465,,rdeluca@vma-ny.org,718-893-0765,
12878,125961,STROUDSBURG AREA SCHOOL DISTRICT,STROUDSBURG,PA,18360,1315,,570-421-1990,
12879,60932,ST MATTHEW ELEMENTARY SCHOOL,OAK CREEK,WI,53154,4833,principal@stmattoc.org,414-762-6820,
12880,135811,HOOPESTON AREA COMMUNITY UNIT DISTRICT #11,HOOPESTON,IL,60942,1855,,217-286-6668,
12881,130848,VAN DYKE PUBLIC SCHOOL DIST,WARREN,MI,48089,,,586-759-9402,
12882,145560,KUSPUK SCHOOL DISTRICT,ANIAK,AK,99557,,,907-675-4250,229
12883,233233,ACADEMIA CESAR CHAVEZ CHARTER SCHOOL 4073-07,SAINT PAUL,MN,55119,,,651-778-2940,
12884,17024690,SAGE ACADEMY CHARTER SCHOOL 4087-07,Brooklyn Park,MN,55443,,,763-315-4020,
12885,17011360,LISA Academy,Little Rock,AR,72211,,,501-916-9450,
12886,97466,NOAH WEBSTER SCHOOL - MESA,MESA,AZ,85209,,,480-986-2335,
12887,22972,ST AUGUSTINE SCHOOL,ELKRIDGE,MD,21075,5335,,410-796-3040,
12888,131672,GAYLORD COMMUNITY SCHOOLS,GAYLORD,MI,49735,1253,oostmeyert@gaylord.k12.mi.us,989-705-3080,
12889,221026,SOUTH TEXAS CHRISTIAN ACADEMY,MCALLEN,TX,78504,,jescobedo@stca.ws,956-682-1117,
12890,16063250,NEW LIFE ACADEMY 0833-31-001,WOODBURY,MN,55129,2506,,651-757-4317,
12891,17033862,Dugger Union Community Schools,DUGGER,IN,47848,8101,,812-648-7109,
12892,128633,Hinds County School District,Raymond,MS,39154,,cwallace@hinds.k12.ms.us,601-857-5222,
12893,16063121,ESCUELA SUPERIOR ACREDITADA P.E.C.E.S. INC,HUMACAO,PR,00741,,,787-285-7979,
12894,11128,ANNUNCIATION SCHOOL,YONKERS,NY,10707,1311,mnoonan@annunciationcrestwood.com,914-337-8760,
12895,133595,ELK RIVER PUBLIC SCHOOL DISTRICT 0728-01,ELK RIVER,MN,55330,,,763-241-3538,
12896,129620,SALEM CITY SCHOOL DISTRICT,SALEM,OH,44460,2222,douglasm@salem.k12.oh.us,330-332-0316,
12897,10307,Our Lady of Good Counsel School,STATEN ISLAND,NY,10304,2108,,718-447-7260,
12898,16082715,SAN BERNARDINO DIOCESAN SCHOOLS CONSORTIUM SBDSC,San Bernardino,CA,92404,,storres@sbdiocese.org,909-475-5437,
12899,142945,MOBILE ELEM SCHOOL DISTRICT 86,MARICOPA,AZ,85239,2106,,520-568-2280,
12900,10854,MARIA REGINA HIGH SCHOOL,HARTSDALE,NY,10530,1008,nmitrione@mariaregina.org,914-761-3300,
12901,17021072,Third Future Schools,Aurora,CO,80011,,kerri.holt@thirdfuture.org,719-352-9121,
12902,17000591,HENRY FORD LEARNING INSTITUTE,DEARBORN,MI,48124,,ghammond@hfli.org,313-982-6027,
12903,16083038,NOAH WEBSTER SCHOOLS - PIMA,SCOTTSDALE,AZ,85250,,support@noahwebster.org,480-291-6900,
12904,142598,ONEIDA COUNTY SCHOOL DIST 351,MALAD CITY,ID,83252,1235,terri.sorensen@malad.us,208-534-6080,404
12905,142701,COUNCIL SCHOOL DISTRICT 13,COUNCIL,ID,83612,,,208-253-4217,
12906,133245,STEVENS POINT AREA SCHOOL DISTRICT,STEVENS POINT,WI,54481,5875,bcasey@pointschools.net,715-345-7393,
12907,138917,SUPERIOR PUBLIC SCHOOL DIST,SUPERIOR,NE,68978,,,402-879-3257,
12908,138908,LAWRENCE-NELSON PUBLIC SCHOOL,NELSON,NE,68961,,,402-225-5421,
12909,138876,SANDY CREEK SCHOOL DISTRICT,FAIRFIELD,NE,68938,9768,,402-726-2151,
12910,17020889,Vox Collegiate Inc dba Vox Collegiate of Los Angeles,Los Angeles,CA,90044,,,323-570-2915,
12911,199863,Colegio Tomas Alva Edison,Caguas,PR,00725,,carmenzoraida.claudio@taespr.org,787-743-8355,
12912,16022912,BETH CHANA SCHOOL,BROOKLYN,NY,11206,5406,ftauberate@gmail.com,718-522-7422,
12913,17028956,Tree of Knowledge Learning Academy,Miami,FL,33180,,,305-705-2211,
12914,48221,ST AUGUSTINE-BARBERTON SCHOOL,BARBERTON,OH,44203,2140,kim.krajcovic@staugschool.net,330-753-6435,
12915,17037039,Beyond Books,Puerto Nuevo,PR,00920,,beyondbooks8358@gmail.com,787-478-8358,
12916,131425,MADISON SCHOOL DISTRICT,ADRIAN,MI,49221,,,517-263-0741,
12917,130113,CELINA CITY SCHOOL DISTRICT,CELINA,OH,45822,1742,erate@naa.com,419-586-8300,1516
12918,17037037,Biblioteca CRA,HATO REY,PR,00917,4206,oficinas.ccra@yahoo.com,787-967-9986,
12919,136938,FRANCIS HOWELL SCHOOL DISTRICT,O'Fallon,MO,63368,8685,rich.wilson@fhsdschools.org,636-851-4000,
12920,128514,ART CIRCLE PUBLIC LIBRARY,CROSSVILLE,TN,38555,,james.houston@artcirclelibrary.info,931-484-6790,241
12921,123118,BERKELEY HEIGHTS PUBLIC SCHS,BERKELEY HTS,NJ,07922,1436,,908-464-1718,
12922,17037038,Biblioteca Ethan Brandon,SAN JUAN,PR,00925,3208,bibliotecacar03@gmail.com,787-376-1001,
12923,35650,ROCKY BAYOU CHRISTIAN SCHOOL,NICEVILLE,FL,32578,1501,,850-729-7227,
12924,136747,GRAYVILLE CUSD #1,GRAYVILLE,IL,62844,1338,Jarred@gcusd.com,618-375-7114,1140
12925,133108,THE SCHOOL DISTRICT OF GLENWOOD CITY,GLENWOOD CITY,WI,54013,,,715-265-4757,
12926,127404,CHATTOOGA COUNTY SCHOOL DIST,SUMMERVILLE,GA,30747,,pclifton@chattooga.k12.ga.us,706-857-5323,
12927,128973,MARY WOOD WELDON MEMORIAL LIBRARY,GLASGOW,KY,42141,,,270-651-2824,
12928,141954,NEW DEAL INDEP SCHOOL DISTRICT,NEW DEAL,TX,79350,0280,,806-746-5833,
12929,16079767,ODYSSEY CHARTER SCHOOL DISTRICT,WILMINGTON,DE,19805,,dino.charalambides@odyssey.k12.de.us,302-994-6490,413
12930,16070878,CONFLUENCE ACADEMY SCHOOLS,ST LOUIS,MO,63101,,,314-606-3618,
12931,135239,NORTHFIELD TWP H S DIST 225,GLENVIEW,IL,60026,,,847-998-6100,
12932,141224,ALDINE INDEP SCHOOL DISTRICT,HOUSTON,TX,77073,,mnokoro@aldineisd.org,281-985-7833,
12933,125814,MANHEIM TOWNSHIP SCHOOL DIST,LANCASTER,PA,17606,5134,,717-569-8231,
12934,135499,LINCOLN ELEM SCHOOL DIST 156,CALUMET CITY,IL,60409,4704,,708-862-6625,
12935,16068392,GESTALT COMMUNITY SCHOOLS,MEMPHIS,TN,38118,,,901-213-5160,
12936,129802,NEW MIAMI LOCAL SCHOOL DIST,HAMILTON,OH,45011,5748,dspangler@new-miami.k12.oh.us,513-863-0833,2127
12937,136241,FIELDCREST C U SCHOOL DIST 6,MINONK,IL,61760,1363,,309-432-2177,
12938,133106,ELLSWORTH COMM SCHOOL DISTRICT,ELLSWORTH,WI,54011,,,715-273-3900,
12939,17017315,Kenmore Prep Academy,Toledo,OH,43605,1704,aboudreaux@accelschools.com,404-886-1840,
12940,131839,COLFAX-MINGO COMM SCHOOL DIST,COLFAX,IA,50054,,,515-674-3646,
12941,15648232,CROSSROADS YOUTH & FAMILY SERVICES,NORMAN,OK,73069,,johng@crossroadsyfs.com,405-292-6440,331
12942,17007669,Philips Academy Charter School of Paterson,Paterson,NJ,07501,,,973-247-8920,
12943,94390,COLORADO SCH FOR DEAF & BLIND,COLORADO SPGS,CO,80903,3508,boliver@csdb.org,719-578-2100,
12944,17030494,Maplestone School,Acton,ME,04001,,,207-477-2829,
12945,17006792,Wright Preparatory Academy,CANTON,OH,44705,1956,aboudreaux@accelschools.com,404-886-1840,
12946,133070,MARKESAN SCHOOL DISTRICT,MARKESAN,WI,53946,0248,scheikat@markesan.k12.wi.us,920-398-2373,
12947,17037019,HELPING HANDS MONTESSORI DAYCARE AND LEARNING CENTER INC.,"La guasabara, Caguas",PR,00725,,,787-348-2526,
12948,6327,WHITBY SCHOOL,GREENWICH,CT,06831,3028,,203-869-8464,
12949,16056484,INDEPENDENT SCHOOL DISTRICT 6079,CAMBRIDGE,MN,55008,,,763-552-7733,
12950,50319,OUR LADY OF THE ROSARY SCHOOL,DAYTON,OH,45404,1924,,937-222-7231,
12951,17033597,Divine Savior Ministries,Doral,FL,33178,,,786-476-5150,
12952,79013,ST ROSE OF LIMA SCHOOL,CROFTON,NE,68730,,,402-388-4393,
12953,16078181,AMERICAN HERITAGE CHARTER SCHOOL,IDAHO FALLS,ID,83402,5691,,208-539-7271,
12954,16021552,REGINA SCHOOL SYSTEM/IOWA CITY,IOWA CITY,IA,52245,,michelle.winders@regina.org,319-499-9020,1105
12955,17037022,MDP CHRISTIAN ACADEMY,BAYAMON,PR,00956,,,787-730-8893,
12956,16067651,IDAHO SCIENCE AND TECHNOLOGY CHARTER SCHOOL,BLACKFOOT,ID,83221,5562,celeste.whitney@istcharter.org,208-785-7827,
12957,126394,ALLEGANY COUNTY SCHOOL DIST,CUMBERLAND,MD,21502,,nil.grove@acpsmd.org,301-759-2070,
12958,16046291,KIPP BAY AREA SCHOOLS,OAKLAND,CA,94607,,,510-465-5477,
12959,129410,CHARDON LOCAL SCHOOL DISTRICT,CHARDON,OH,44024,1036,,440-285-4052,
12960,52866,SOUTHEASTERN CAREER CENTER,VERSAILLES,IN,47042,9198,apowers@sccenter.k12.in.us,812-689-5253,
12961,129513,BRECKSVILLE-BROADVIEW HTS DIST,BRECKSVILLE,OH,44141,1512,,440-740-4020,
12962,9246,TITUSVILLE ACADEMY,TITUSVILLE,NJ,08560,1727,,609-737-7733,
12963,232763,SHERI TORAH,MONROE,NY,10950,4907,,845-782-8800,
12964,17017736,Instituto de Cultura Puertorriquena,San Juan,PR,00902,,fvelez@icp.pr.gov,787-724-0700,
12965,17008418,Pioneer Technology and Arts Academy,Dallas,TX,75248,,shubham@ptaaschool.org,469-405-8967,2222
12966,130528,SOUTH RIPLEY COMM SCH CORP,VERSAILLES,IN,47042,,,812-689-6282,
12967,140269,PONCA CITY INDEP SCH DIST 71,PONCA CITY,OK,74601,5211,ryan@pcps.us,580-767-8000,
12968,11268,BAS MIKROH GIRLS SCHOOL,SPRING VALLEY,NY,10977,,,914-352-5296,
12969,132737,HARTLAND LAKESIDE SCHOOL JT DISTRICT #3,HARTLAND,WI,53029,2713,,262-369-6700,
12970,225837,KING CENTER CHARTER SCHOOL,BUFFALO,NY,14211,,fjoseph@kccs.org,716-891-7912,252
12971,144969,NORTH SANTIAM SCHOOL DIST 29 J,STAYTON,OR,97383,1801,erate@nsantiam.k12.or.us,503-769-6924,
12972,125548,WARREN COUNTY SCHOOL DISTRICT,RUSSELL,PA,16345,3406,,814-723-6900,
12973,144716,BUTTE VALLEY UNIF SCHOOL DIST,DORRIS,CA,96023,,jpierce@bvalusd.org,530-397-4000,
12974,132728,Germantown School District,Germantown,WI,53022,4430,JBAUMGARTNER@GSDWI.ORG,262-502-7277,
12975,17020972,Treasure Valley Classical Academy,Fruitland,ID,83619,,slambert@tvcacademy.org,208-953-1663,
12976,138248,HOMER COMMUNITY SCHOOL,HOMER,NE,68030,0340,jeffreed@homerknights.org,402-698-2377,
